,date,store,item,sales
62,2018-03-04,1,1,21.53
63,2018-03-05,1,1,12.7
64,2018-03-06,1,1,13.02
65,2018-03-07,1,1,16.87
66,2018-03-08,1,1,16.82
67,2018-03-09,1,1,17.85
68,2018-03-10,1,1,15.88
69,2018-03-11,1,1,20.33
70,2018-03-12,1,1,15.16
71,2018-03-13,1,1,19.02
72,2018-03-14,1,1,21.75
73,2018-03-15,1,1,21.22
74,2018-03-16,1,1,19.92
75,2018-03-17,1,1,19.2
76,2018-03-18,1,1,22.34
77,2018-03-19,1,1,14.99
78,2018-03-20,1,1,15.72
79,2018-03-21,1,1,20.86
80,2018-03-22,1,1,20.2
81,2018-03-23,1,1,20.06
82,2018-03-24,1,1,19.88
83,2018-03-25,1,1,20.18
84,2018-03-26,1,1,17.41
85,2018-03-27,1,1,16.62
86,2018-03-28,1,1,15.21
87,2018-03-29,1,1,16.64
88,2018-03-30,1,1,16.04
89,2018-03-31,1,1,15.4
90,2018-01-01,2,1,14.84
91,2018-01-02,2,1,19.95
92,2018-01-03,2,1,18.55
93,2018-01-04,2,1,20.38
94,2018-01-05,2,1,28.99
95,2018-01-06,2,1,25.77
96,2018-01-07,2,1,23.78
97,2018-01-08,2,1,18.65
98,2018-01-09,2,1,20.69
99,2018-01-10,2,1,18.57
100,2018-01-11,2,1,20.15
101,2018-01-12,2,1,28.77
102,2018-01-13,2,1,25.06
103,2018-01-14,2,1,23.35
104,2018-01-15,2,1,16.27
105,2018-01-16,2,1,21.23
106,2018-01-17,2,1,21.1
107,2018-01-18,2,1,21.25
108,2018-01-19,2,1,31.34
109,2018-01-20,2,1,25.37
110,2018-01-21,2,1,22.77
111,2018-01-22,2,1,16.42
112,2018-01-23,2,1,19.5
113,2018-01-24,2,1,16.84
114,2018-01-25,2,1,16.33
115,2018-01-26,2,1,24.25
116,2018-01-27,2,1,20.53
117,2018-01-28,2,1,21.48
118,2018-01-29,2,1,17.0
119,2018-01-30,2,1,16.8
120,2018-01-31,2,1,17.3
121,2018-02-01,2,1,26.6
122,2018-02-02,2,1,23.97
123,2018-02-03,2,1,25.8
124,2018-02-04,2,1,31.33
125,2018-02-05,2,1,17.19
126,2018-02-06,2,1,23.36
127,2018-02-07,2,1,22.89
128,2018-02-08,2,1,26.9
129,2018-02-09,2,1,26.51
130,2018-02-10,2,1,28.65
131,2018-02-11,2,1,30.91
132,2018-02-12,2,1,15.33
133,2018-02-13,2,1,26.13
134,2018-02-14,2,1,25.83
135,2018-02-15,2,1,25.16
136,2018-02-16,2,1,22.49
137,2018-02-17,2,1,25.84
138,2018-02-18,2,1,28.01
139,2018-02-19,2,1,17.62
140,2018-02-20,2,1,17.12
141,2018-02-21,2,1,18.51
142,2018-02-22,2,1,19.71
143,2018-02-23,2,1,28.38
144,2018-02-24,2,1,28.63
145,2018-02-25,2,1,28.05
146,2018-02-26,2,1,19.89
147,2018-02-27,2,1,19.46
148,2018-02-28,2,1,18.91
149,2018-03-01,2,1,28.33
150,2018-03-02,2,1,32.99
151,2018-03-03,2,1,35.79
152,2018-03-04,2,1,36.81
153,2018-03-05,2,1,19.9
154,2018-03-06,2,1,21.17
155,2018-03-07,2,1,21.28
156,2018-03-08,2,1,25.54
157,2018-03-09,2,1,30.39
158,2018-03-10,2,1,31.33
159,2018-03-11,2,1,30.71
160,2018-03-12,2,1,20.47
161,2018-03-13,2,1,23.98
162,2018-03-14,2,1,24.13
163,2018-03-15,2,1,24.63
164,2018-03-16,2,1,26.18
165,2018-03-17,2,1,30.45
166,2018-03-18,2,1,31.3
167,2018-03-19,2,1,20.71
168,2018-03-20,2,1,26.82
169,2018-03-21,2,1,25.19
170,2018-03-22,2,1,26.15
171,2018-03-23,2,1,28.73
172,2018-03-24,2,1,31.09
173,2018-03-25,2,1,34.23
174,2018-03-26,2,1,17.43
175,2018-03-27,2,1,27.27
176,2018-03-28,2,1,22.23
177,2018-03-29,2,1,22.92
178,2018-03-30,2,1,25.83
179,2018-03-31,2,1,27.44
180,2018-01-01,3,1,13.7
181,2018-01-02,3,1,17.55
182,2018-01-03,3,1,19.51
183,2018-01-04,3,1,23.24
184,2018-01-05,3,1,18.95
185,2018-01-06,3,1,21.63
186,2018-01-07,3,1,20.82
187,2018-01-08,3,1,17.01
188,2018-01-09,3,1,14.93
189,2018-01-10,3,1,18.15
190,2018-01-11,3,1,21.26
191,2018-01-12,3,1,17.89
192,2018-01-13,3,1,20.33
193,2018-01-14,3,1,21.05
194,2018-01-15,3,1,17.2
195,2018-01-16,3,1,21.2
196,2018-01-17,3,1,21.94
197,2018-01-18,3,1,22.01
198,2018-01-19,3,1,19.39
199,2018-01-20,3,1,22.29
200,2018-01-21,3,1,22.98
201,2018-01-22,3,1,16.15
202,2018-01-23,3,1,20.02
203,2018-01-24,3,1,18.9
204,2018-01-25,3,1,19.56
205,2018-01-26,3,1,20.91
206,2018-01-27,3,1,20.86
207,2018-01-28,3,1,20.88
208,2018-01-29,3,1,16.89
209,2018-01-30,3,1,17.08
210,2018-01-31,3,1,17.54
211,2018-02-01,3,1,26.62
212,2018-02-02,3,1,28.46
213,2018-02-03,3,1,29.42
214,2018-02-04,3,1,25.21
215,2018-02-05,3,1,17.71
216,2018-02-06,3,1,21.86
217,2018-02-07,3,1,20.45
218,2018-02-08,3,1,23.89
219,2018-02-09,3,1,23.78
220,2018-02-10,3,1,26.31
221,2018-02-11,3,1,23.29
222,2018-02-12,3,1,17.55
223,2018-02-13,3,1,24.32
224,2018-02-14,3,1,22.85
225,2018-02-15,3,1,21.26
226,2018-02-16,3,1,20.43
227,2018-02-17,3,1,21.59
228,2018-02-18,3,1,21.9
229,2018-02-19,3,1,17.9
230,2018-02-20,3,1,18.32
231,2018-02-21,3,1,19.66
232,2018-02-22,3,1,19.54
233,2018-02-23,3,1,23.13
234,2018-02-24,3,1,24.6
235,2018-02-25,3,1,25.06
236,2018-02-26,3,1,17.82
237,2018-02-27,3,1,19.44
238,2018-02-28,3,1,19.69
239,2018-03-01,3,1,17.91
240,2018-03-02,3,1,25.57
241,2018-03-03,3,1,27.74
242,2018-03-04,3,1,25.78
243,2018-03-05,3,1,20.2
244,2018-03-06,3,1,23.68
245,2018-03-07,3,1,25.26
246,2018-03-08,3,1,22.99
247,2018-03-09,3,1,25.35
248,2018-03-10,3,1,30.9
249,2018-03-11,3,1,32.52
250,2018-03-12,3,1,22.88
251,2018-03-13,3,1,23.2
252,2018-03-14,3,1,24.85
253,2018-03-15,3,1,23.73
254,2018-03-16,3,1,27.53
255,2018-03-17,3,1,29.66
256,2018-03-18,3,1,27.71
257,2018-03-19,3,1,17.83
258,2018-03-20,3,1,20.06
259,2018-03-21,3,1,22.71
260,2018-03-22,3,1,19.31
261,2018-03-23,3,1,31.88
262,2018-03-24,3,1,29.56
263,2018-03-25,3,1,26.06
264,2018-03-26,3,1,21.31
265,2018-03-27,3,1,25.3
266,2018-03-28,3,1,28.05
267,2018-03-29,3,1,24.17
268,2018-03-30,3,1,29.06
269,2018-03-31,3,1,28.9
270,2018-01-01,4,1,17.14
271,2018-01-02,4,1,18.74
272,2018-01-03,4,1,16.87
273,2018-01-04,4,1,15.63
274,2018-01-05,4,1,22.84
275,2018-01-06,4,1,24.27
276,2018-01-07,4,1,23.77
277,2018-01-08,4,1,13.49
278,2018-01-09,4,1,19.23
279,2018-01-10,4,1,18.84
280,2018-01-11,4,1,18.3
281,2018-01-12,4,1,18.03
282,2018-01-13,4,1,18.84
283,2018-01-14,4,1,19.24
284,2018-01-15,4,1,15.57
285,2018-01-16,4,1,19.37
286,2018-01-17,4,1,18.32
287,2018-01-18,4,1,18.61
288,2018-01-19,4,1,22.19
289,2018-01-20,4,1,22.55
290,2018-01-21,4,1,20.03
291,2018-01-22,4,1,14.44
292,2018-01-23,4,1,16.83
293,2018-01-24,4,1,17.43
294,2018-01-25,4,1,18.54
295,2018-01-26,4,1,20.96
296,2018-01-27,4,1,20.24
297,2018-01-28,4,1,17.23
298,2018-01-29,4,1,12.15
299,2018-01-30,4,1,13.48
300,2018-01-31,4,1,14.91
301,2018-02-01,4,1,17.85
302,2018-02-02,4,1,24.38
303,2018-02-03,4,1,24.45
304,2018-02-04,4,1,24.01
305,2018-02-05,4,1,15.33
306,2018-02-06,4,1,17.99
307,2018-02-07,4,1,18.91
308,2018-02-08,4,1,18.4
309,2018-02-09,4,1,16.53
310,2018-02-10,4,1,19.69
311,2018-02-11,4,1,22.9
312,2018-02-12,4,1,15.23
313,2018-02-13,4,1,15.36
314,2018-02-14,4,1,14.31
315,2018-02-15,4,1,18.14
316,2018-02-16,4,1,16.4
317,2018-02-17,4,1,17.36
318,2018-02-18,4,1,21.57
319,2018-02-19,4,1,13.44
320,2018-02-20,4,1,16.6
321,2018-02-21,4,1,17.04
322,2018-02-22,4,1,19.94
323,2018-02-23,4,1,16.89
324,2018-02-24,4,1,18.34
325,2018-02-25,4,1,22.62
326,2018-02-26,4,1,13.16
327,2018-02-27,4,1,14.28
328,2018-02-28,4,1,14.91
329,2018-03-01,4,1,21.11
330,2018-03-02,4,1,27.2
331,2018-03-03,4,1,24.34
332,2018-03-04,4,1,23.51
333,2018-03-05,4,1,20.35
334,2018-03-06,4,1,18.48
335,2018-03-07,4,1,22.45
336,2018-03-08,4,1,21.59
337,2018-03-09,4,1,25.9
338,2018-03-10,4,1,22.5
339,2018-03-11,4,1,22.89
340,2018-03-12,4,1,18.69
341,2018-03-13,4,1,22.78
342,2018-03-14,4,1,23.56
343,2018-03-15,4,1,21.46
344,2018-03-16,4,1,25.3
345,2018-03-17,4,1,25.68
346,2018-03-18,4,1,24.82
347,2018-03-19,4,1,18.12
348,2018-03-20,4,1,18.56
349,2018-03-21,4,1,20.8
350,2018-03-22,4,1,20.37
351,2018-03-23,4,1,29.57
352,2018-03-24,4,1,27.29
353,2018-03-25,4,1,25.11
354,2018-03-26,4,1,18.84
355,2018-03-27,4,1,21.38
356,2018-03-28,4,1,20.25
357,2018-03-29,4,1,20.86
358,2018-03-30,4,1,20.03
359,2018-03-31,4,1,19.93
360,2018-01-01,5,1,7.88
361,2018-01-02,5,1,9.38
362,2018-01-03,5,1,11.74
363,2018-01-04,5,1,12.04
364,2018-01-05,5,1,12.6
365,2018-01-06,5,1,13.77
366,2018-01-07,5,1,13.24
367,2018-01-08,5,1,12.86
368,2018-01-09,5,1,15.06
369,2018-01-10,5,1,12.8
370,2018-01-11,5,1,12.54
371,2018-01-12,5,1,13.27
372,2018-01-13,5,1,12.88
373,2018-01-14,5,1,12.56
374,2018-01-15,5,1,11.44
375,2018-01-16,5,1,11.59
376,2018-01-17,5,1,15.27
377,2018-01-18,5,1,16.2
378,2018-01-19,5,1,12.62
379,2018-01-20,5,1,12.2
380,2018-01-21,5,1,12.14
381,2018-01-22,5,1,10.41
382,2018-01-23,5,1,10.32
383,2018-01-24,5,1,11.3
384,2018-01-25,5,1,11.81
385,2018-01-26,5,1,13.44
386,2018-01-27,5,1,14.11
387,2018-01-28,5,1,16.66
388,2018-01-29,5,1,10.36
389,2018-01-30,5,1,8.66
390,2018-01-31,5,1,9.45
391,2018-02-01,5,1,14.96
392,2018-02-02,5,1,16.62
393,2018-02-03,5,1,14.79
394,2018-02-04,5,1,14.71
395,2018-02-05,5,1,11.73
396,2018-02-06,5,1,11.59
397,2018-02-07,5,1,10.7
398,2018-02-08,5,1,11.56
399,2018-02-09,5,1,16.54
400,2018-02-10,5,1,18.25
401,2018-02-11,5,1,20.91
402,2018-02-12,5,1,10.7
403,2018-02-13,5,1,11.53
404,2018-02-14,5,1,13.77
405,2018-02-15,5,1,12.52
406,2018-02-16,5,1,16.35
407,2018-02-17,5,1,19.08
408,2018-02-18,5,1,20.04
409,2018-02-19,5,1,13.27
410,2018-02-20,5,1,12.63
411,2018-02-21,5,1,14.18
412,2018-02-22,5,1,13.24
413,2018-02-23,5,1,18.09
414,2018-02-24,5,1,21.86
415,2018-02-25,5,1,22.16
416,2018-02-26,5,1,11.53
417,2018-02-27,5,1,14.04
418,2018-02-28,5,1,13.88
419,2018-03-01,5,1,19.49
420,2018-03-02,5,1,19.61
421,2018-03-03,5,1,19.32
422,2018-03-04,5,1,17.28
423,2018-03-05,5,1,14.13
424,2018-03-06,5,1,12.61
425,2018-03-07,5,1,12.62
426,2018-03-08,5,1,13.41
427,2018-03-09,5,1,15.02
428,2018-03-10,5,1,16.83
429,2018-03-11,5,1,19.45
430,2018-03-12,5,1,14.97
431,2018-03-13,5,1,14.82
432,2018-03-14,5,1,17.0
433,2018-03-15,5,1,17.99
434,2018-03-16,5,1,22.58
435,2018-03-17,5,1,20.5
436,2018-03-18,5,1,18.75
437,2018-03-19,5,1,13.61
438,2018-03-20,5,1,14.59
439,2018-03-21,5,1,18.04
440,2018-03-22,5,1,17.52
441,2018-03-23,5,1,14.76
442,2018-03-24,5,1,13.52
443,2018-03-25,5,1,17.01
444,2018-03-26,5,1,12.36
445,2018-03-27,5,1,16.49
446,2018-03-28,5,1,16.48
447,2018-03-29,5,1,15.75
448,2018-03-30,5,1,18.19
449,2018-03-31,5,1,17.78
450,2018-01-01,6,1,9.56
451,2018-01-02,6,1,8.92
452,2018-01-03,6,1,10.26
453,2018-01-04,6,1,10.35
454,2018-01-05,6,1,15.67
455,2018-01-06,6,1,15.39
456,2018-01-07,6,1,13.5
457,2018-01-08,6,1,11.76
458,2018-01-09,6,1,12.3
459,2018-01-10,6,1,11.5
460,2018-01-11,6,1,12.53
461,2018-01-12,6,1,13.36
462,2018-01-13,6,1,15.81
463,2018-01-14,6,1,16.47
464,2018-01-15,6,1,12.15
465,2018-01-16,6,1,11.33
466,2018-01-17,6,1,12.2
467,2018-01-18,6,1,13.77
468,2018-01-19,6,1,13.66
469,2018-01-20,6,1,15.67
470,2018-01-21,6,1,17.0
471,2018-01-22,6,1,10.7
472,2018-01-23,6,1,10.73
473,2018-01-24,6,1,12.93
474,2018-01-25,6,1,12.84
475,2018-01-26,6,1,16.49
476,2018-01-27,6,1,17.74
477,2018-01-28,6,1,20.24
478,2018-01-29,6,1,9.2
479,2018-01-30,6,1,8.88
480,2018-01-31,6,1,9.63
481,2018-02-01,6,1,12.35
482,2018-02-02,6,1,13.89
483,2018-02-03,6,1,13.96
484,2018-02-04,6,1,14.89
485,2018-02-05,6,1,9.37
486,2018-02-06,6,1,13.17
487,2018-02-07,6,1,13.99
488,2018-02-08,6,1,13.69
489,2018-02-09,6,1,14.77
490,2018-02-10,6,1,18.37
491,2018-02-11,6,1,18.03
492,2018-02-12,6,1,9.48
493,2018-02-13,6,1,15.49
494,2018-02-14,6,1,13.73
495,2018-02-15,6,1,12.67
496,2018-02-16,6,1,15.3
497,2018-02-17,6,1,16.9
498,2018-02-18,6,1,18.07
499,2018-02-19,6,1,12.82
500,2018-02-20,6,1,13.1
501,2018-02-21,6,1,10.21
502,2018-02-22,6,1,10.02
503,2018-02-23,6,1,15.29
504,2018-02-24,6,1,16.21
505,2018-02-25,6,1,16.47
506,2018-02-26,6,1,10.19
507,2018-02-27,6,1,14.49
508,2018-02-28,6,1,12.58
509,2018-03-01,6,1,17.29
510,2018-03-02,6,1,17.09
511,2018-03-03,6,1,17.32
512,2018-03-04,6,1,19.11
513,2018-03-05,6,1,12.94
514,2018-03-06,6,1,9.94
515,2018-03-07,6,1,12.34
516,2018-03-08,6,1,15.16
517,2018-03-09,6,1,18.61
518,2018-03-10,6,1,17.42
519,2018-03-11,6,1,17.82
520,2018-03-12,6,1,15.66
521,2018-03-13,6,1,14.36
522,2018-03-14,6,1,13.71
523,2018-03-15,6,1,13.87
524,2018-03-16,6,1,18.56
525,2018-03-17,6,1,18.55
526,2018-03-18,6,1,19.48
527,2018-03-19,6,1,15.41
528,2018-03-20,6,1,13.28
529,2018-03-21,6,1,14.14
530,2018-03-22,6,1,17.41
531,2018-03-23,6,1,22.49
532,2018-03-24,6,1,22.91
533,2018-03-25,6,1,22.09
534,2018-03-26,6,1,13.44
535,2018-03-27,6,1,16.34
536,2018-03-28,6,1,17.23
537,2018-03-29,6,1,19.67
538,2018-03-30,6,1,19.68
539,2018-03-31,6,1,20.26
540,2018-01-01,7,1,7.01
541,2018-01-02,7,1,8.11
542,2018-01-03,7,1,9.06
543,2018-01-04,7,1,10.97
544,2018-01-05,7,1,14.6
545,2018-01-06,7,1,13.98
546,2018-01-07,7,1,15.43
547,2018-01-08,7,1,8.32
548,2018-01-09,7,1,8.99
549,2018-01-10,7,1,13.55
550,2018-01-11,7,1,13.78
551,2018-01-12,7,1,13.2
552,2018-01-13,7,1,13.04
553,2018-01-14,7,1,14.33
554,2018-01-15,7,1,8.64
555,2018-01-16,7,1,9.46
556,2018-01-17,7,1,13.21
557,2018-01-18,7,1,12.16
558,2018-01-19,7,1,12.91
559,2018-01-20,7,1,12.88
560,2018-01-21,7,1,12.42
561,2018-01-22,7,1,6.87
562,2018-01-23,7,1,8.63
563,2018-01-24,7,1,12.4
564,2018-01-25,7,1,13.6
565,2018-01-26,7,1,13.08
566,2018-01-27,7,1,12.45
567,2018-01-28,7,1,12.48
568,2018-01-29,7,1,9.15
569,2018-01-30,7,1,9.59
570,2018-01-31,7,1,10.58
571,2018-02-01,7,1,15.12
572,2018-02-02,7,1,9.87
573,2018-02-03,7,1,10.45
574,2018-02-04,7,1,14.43
575,2018-02-05,7,1,6.9
576,2018-02-06,7,1,14.36
577,2018-02-07,7,1,15.64
578,2018-02-08,7,1,16.08
579,2018-02-09,7,1,14.69
580,2018-02-10,7,1,17.47
581,2018-02-11,7,1,18.55
582,2018-02-12,7,1,8.6
583,2018-02-13,7,1,19.01
584,2018-02-14,7,1,15.84
585,2018-02-15,7,1,13.23
586,2018-02-16,7,1,15.47
587,2018-02-17,7,1,15.39
588,2018-02-18,7,1,15.12
589,2018-02-19,7,1,9.01
590,2018-02-20,7,1,13.24
591,2018-02-21,7,1,10.22
592,2018-02-22,7,1,9.99
593,2018-02-23,7,1,14.24
594,2018-02-24,7,1,13.81
595,2018-02-25,7,1,14.27
596,2018-02-26,7,1,9.69
597,2018-02-27,7,1,11.6
598,2018-02-28,7,1,11.54
599,2018-03-01,7,1,14.3
600,2018-03-02,7,1,20.6
601,2018-03-03,7,1,19.68
602,2018-03-04,7,1,16.44
603,2018-03-05,7,1,11.11
604,2018-03-06,7,1,10.13
605,2018-03-07,7,1,14.2
606,2018-03-08,7,1,14.85
607,2018-03-09,7,1,14.82
608,2018-03-10,7,1,16.99
609,2018-03-11,7,1,19.38
610,2018-03-12,7,1,13.48
611,2018-03-13,7,1,14.84
612,2018-03-14,7,1,15.63
613,2018-03-15,7,1,13.38
614,2018-03-16,7,1,21.17
615,2018-03-17,7,1,20.41
616,2018-03-18,7,1,17.9
617,2018-03-19,7,1,9.13
618,2018-03-20,7,1,11.39
619,2018-03-21,7,1,16.27
620,2018-03-22,7,1,16.16
621,2018-03-23,7,1,14.93
622,2018-03-24,7,1,14.75
623,2018-03-25,7,1,15.07
624,2018-03-26,7,1,12.97
625,2018-03-27,7,1,13.54
626,2018-03-28,7,1,13.87
627,2018-03-29,7,1,14.67
628,2018-03-30,7,1,17.78
629,2018-03-31,7,1,17.57
630,2018-01-01,8,1,17.22
631,2018-01-02,8,1,18.94
632,2018-01-03,8,1,20.56
633,2018-01-04,8,1,20.47
634,2018-01-05,8,1,21.79
635,2018-01-06,8,1,21.03
636,2018-01-07,8,1,20.5
637,2018-01-08,8,1,15.96
638,2018-01-09,8,1,17.69
639,2018-01-10,8,1,19.12
640,2018-01-11,8,1,19.29
641,2018-01-12,8,1,21.96
642,2018-01-13,8,1,22.53
643,2018-01-14,8,1,25.31
644,2018-01-15,8,1,14.91
645,2018-01-16,8,1,20.62
646,2018-01-17,8,1,20.63
647,2018-01-18,8,1,20.31
648,2018-01-19,8,1,21.85
649,2018-01-20,8,1,21.85
650,2018-01-21,8,1,22.07
651,2018-01-22,8,1,16.55
652,2018-01-23,8,1,17.27
653,2018-01-24,8,1,16.7
654,2018-01-25,8,1,17.7
655,2018-01-26,8,1,20.46
656,2018-01-27,8,1,21.32
657,2018-01-28,8,1,23.16
658,2018-01-29,8,1,18.7
659,2018-01-30,8,1,20.98
660,2018-01-31,8,1,19.79
661,2018-02-01,8,1,20.65
662,2018-02-02,8,1,24.69
663,2018-02-03,8,1,28.59
664,2018-02-04,8,1,29.43
665,2018-02-05,8,1,16.11
666,2018-02-06,8,1,17.22
667,2018-02-07,8,1,19.98
668,2018-02-08,8,1,25.03
669,2018-02-09,8,1,25.76
670,2018-02-10,8,1,25.73
671,2018-02-11,8,1,25.77
672,2018-02-12,8,1,17.65
673,2018-02-13,8,1,19.34
674,2018-02-14,8,1,18.99
675,2018-02-15,8,1,24.04
676,2018-02-16,8,1,21.23
677,2018-02-17,8,1,22.98
678,2018-02-18,8,1,25.88
679,2018-02-19,8,1,14.73
680,2018-02-20,8,1,21.69
681,2018-02-21,8,1,21.66
682,2018-02-22,8,1,27.26
683,2018-02-23,8,1,24.47
684,2018-02-24,8,1,24.89
685,2018-02-25,8,1,25.41
686,2018-02-26,8,1,16.37
687,2018-02-27,8,1,21.91
688,2018-02-28,8,1,22.34
689,2018-03-01,8,1,30.75
690,2018-03-02,8,1,34.31
691,2018-03-03,8,1,34.35
692,2018-03-04,8,1,32.85
693,2018-03-05,8,1,22.18
694,2018-03-06,8,1,27.0
695,2018-03-07,8,1,26.41
696,2018-03-08,8,1,27.56
697,2018-03-09,8,1,30.96
698,2018-03-10,8,1,33.89
699,2018-03-11,8,1,30.46
700,2018-03-12,8,1,21.6
701,2018-03-13,8,1,26.67
702,2018-03-14,8,1,32.13
703,2018-03-15,8,1,28.94
704,2018-03-16,8,1,25.99
705,2018-03-17,8,1,32.31
706,2018-03-18,8,1,27.86
707,2018-03-19,8,1,23.16
708,2018-03-20,8,1,23.43
709,2018-03-21,8,1,29.64
710,2018-03-22,8,1,30.78
711,2018-03-23,8,1,20.58
712,2018-03-24,8,1,23.57
713,2018-03-25,8,1,24.89
714,2018-03-26,8,1,26.83
715,2018-03-27,8,1,24.65
716,2018-03-28,8,1,22.06
717,2018-03-29,8,1,25.01
718,2018-03-30,8,1,27.14
719,2018-03-31,8,1,29.81
720,2018-01-01,9,1,16.82
721,2018-01-02,9,1,16.21
722,2018-01-03,9,1,16.82
723,2018-01-04,9,1,16.82
724,2018-01-05,9,1,18.07
725,2018-01-06,9,1,22.51
726,2018-01-07,9,1,21.8
727,2018-01-08,9,1,17.83
728,2018-01-09,9,1,18.52
729,2018-01-10,9,1,19.61
730,2018-01-11,9,1,17.76
731,2018-01-12,9,1,19.56
732,2018-01-13,9,1,22.01
733,2018-01-14,9,1,22.11
734,2018-01-15,9,1,14.14
735,2018-01-16,9,1,13.84
736,2018-01-17,9,1,15.83
737,2018-01-18,9,1,17.44
738,2018-01-19,9,1,22.25
739,2018-01-20,9,1,21.76
740,2018-01-21,9,1,20.75
741,2018-01-22,9,1,13.3
742,2018-01-23,9,1,16.44
743,2018-01-24,9,1,15.09
744,2018-01-25,9,1,13.29
745,2018-01-26,9,1,20.53
746,2018-01-27,9,1,20.62
747,2018-01-28,9,1,22.9
748,2018-01-29,9,1,16.88
749,2018-01-30,9,1,16.17
750,2018-01-31,9,1,13.89
751,2018-02-01,9,1,14.94
752,2018-02-02,9,1,17.39
753,2018-02-03,9,1,20.3
754,2018-02-04,9,1,22.48
755,2018-02-05,9,1,16.23
756,2018-02-06,9,1,17.42
757,2018-02-07,9,1,17.04
758,2018-02-08,9,1,16.02
759,2018-02-09,9,1,21.85
760,2018-02-10,9,1,23.08
761,2018-02-11,9,1,23.51
762,2018-02-12,9,1,20.97
763,2018-02-13,9,1,20.7
764,2018-02-14,9,1,18.29
765,2018-02-15,9,1,17.11
766,2018-02-16,9,1,21.92
767,2018-02-17,9,1,22.64
768,2018-02-18,9,1,24.76
769,2018-02-19,9,1,15.87
770,2018-02-20,9,1,18.0
771,2018-02-21,9,1,19.43
772,2018-02-22,9,1,19.01
773,2018-02-23,9,1,25.01
774,2018-02-24,9,1,27.3
775,2018-02-25,9,1,26.34
776,2018-02-26,9,1,15.09
777,2018-02-27,9,1,16.22
778,2018-02-28,9,1,16.08
779,2018-03-01,9,1,22.61
780,2018-03-02,9,1,24.83
781,2018-03-03,9,1,25.32
782,2018-03-04,9,1,27.3
783,2018-03-05,9,1,14.09
784,2018-03-06,9,1,21.31
785,2018-03-07,9,1,19.49
786,2018-03-08,9,1,24.97
787,2018-03-09,9,1,26.95
788,2018-03-10,9,1,29.62
789,2018-03-11,9,1,28.07
790,2018-03-12,9,1,16.67
791,2018-03-13,9,1,21.71
792,2018-03-14,9,1,22.34
793,2018-03-15,9,1,22.84
794,2018-03-16,9,1,23.1
795,2018-03-17,9,1,29.35
796,2018-03-18,9,1,31.33
797,2018-03-19,9,1,18.19
798,2018-03-20,9,1,26.1
799,2018-03-21,9,1,24.78
800,2018-03-22,9,1,21.34
801,2018-03-23,9,1,19.0
802,2018-03-24,9,1,18.67
803,2018-03-25,9,1,21.73
804,2018-03-26,9,1,20.76
805,2018-03-27,9,1,22.33
806,2018-03-28,9,1,19.46
807,2018-03-29,9,1,22.5
808,2018-03-30,9,1,26.58
809,2018-03-31,9,1,26.56
810,2018-01-01,10,1,15.16
811,2018-01-02,10,1,15.15
812,2018-01-03,10,1,16.86
813,2018-01-04,10,1,22.12
814,2018-01-05,10,1,19.71
815,2018-01-06,10,1,19.27
816,2018-01-07,10,1,22.43
817,2018-01-08,10,1,15.81
818,2018-01-09,10,1,18.4
819,2018-01-10,10,1,17.12
820,2018-01-11,10,1,15.3
821,2018-01-12,10,1,25.86
