,date,store,item,sales
108,2017-10-01,8,15,147.17
109,2017-10-01,4,11,91.74
110,2017-10-01,7,13,72.81
111,2017-10-01,9,23,40.68
112,2017-10-01,10,34,37.94
113,2017-10-01,6,14,58.77
114,2017-10-01,2,34,38.1
115,2017-10-01,10,4,28.33
116,2017-10-01,8,41,33.41
117,2017-10-01,6,28,79.96
118,2017-10-01,3,33,105.43
119,2017-10-01,10,35,94.21
120,2017-10-01,4,31,83.03
121,2017-10-01,4,15,119.22
122,2017-10-01,4,8,118.74
123,2017-10-01,8,48,80.7
124,2017-10-01,4,30,56.13
125,2017-10-01,9,22,109.4
126,2017-10-01,7,11,68.26
127,2017-10-01,4,17,39.28
128,2017-10-01,7,48,46.84
129,2017-10-01,6,26,53.77
130,2017-10-01,7,29,61.83
131,2017-10-01,1,10,78.67
132,2017-10-01,9,29,98.11
133,2017-10-01,10,41,33.65
134,2017-10-01,3,6,88.25
135,2017-10-01,6,24,67.28
136,2017-10-01,8,5,31.26
137,2017-10-01,10,46,84.77
138,2017-10-01,1,4,22.16
139,2017-10-01,2,8,114.04
140,2017-10-01,2,40,45.96
141,2017-10-01,3,1,33.25
142,2017-10-01,4,1,27.16
143,2017-10-01,8,4,35.33
144,2017-10-01,5,40,27.86
145,2017-10-01,2,41,33.73
146,2017-10-01,2,9,80.41
147,2017-10-01,7,35,63.86
148,2017-10-01,8,25,143.99
149,2017-10-01,10,16,40.8
150,2017-10-01,5,34,30.36
151,2017-10-01,5,19,38.35
152,2017-10-01,9,37,44.04
153,2017-10-01,5,32,47.46
154,2017-10-01,8,3,59.59
155,2017-10-01,6,7,57.25
156,2017-10-01,10,19,62.15
157,2017-10-01,1,21,45.44
158,2017-10-01,7,20,38.71
159,2017-10-01,2,28,138.38
160,2017-10-01,1,31,70.16
161,2017-10-01,8,38,122.58
162,2017-10-01,3,41,34.53
163,2017-10-01,1,47,24.66
164,2017-10-01,10,14,91.43
165,2017-10-01,6,42,35.99
166,2017-10-01,9,7,77.97
167,2017-10-01,10,29,99.54
168,2017-10-01,7,37,22.06
169,2017-10-01,4,37,35.85
170,2017-10-01,4,16,35.64
171,2017-10-01,5,26,46.36
172,2017-10-01,5,49,30.46
173,2017-10-01,2,38,138.99
174,2017-10-01,8,11,99.03
175,2017-10-01,1,9,62.54
176,2017-10-01,7,25,80.91
177,2017-10-01,7,43,46.07
178,2017-10-01,6,11,59.51
179,2017-10-01,2,29,105.73
180,2017-10-01,7,9,48.94
181,2017-10-01,5,47,24.81
182,2017-10-01,5,17,36.08
183,2017-10-01,1,29,78.08
184,2017-10-01,2,21,61.87
185,2017-10-01,1,27,26.03
186,2017-10-01,3,21,59.51
187,2017-10-01,7,1,15.03
188,2017-10-01,2,19,71.76
189,2017-10-01,1,5,19.27
190,2017-10-01,3,34,33.79
191,2017-10-01,10,5,28.96
192,2017-10-01,1,30,45.81
193,2017-10-01,10,36,117.18
194,2017-10-01,7,39,40.11
195,2017-10-01,5,18,76.16
196,2017-10-01,3,8,116.73
197,2017-10-01,5,7,56.63
198,2017-10-01,9,50,94.48
199,2017-10-01,6,47,30.85
200,2017-10-01,8,37,49.68
201,2017-10-01,5,46,64.34
202,2017-10-01,9,21,56.68
203,2017-10-01,8,29,125.93
204,2017-10-01,2,11,119.29
205,2017-10-01,10,43,77.1
206,2017-10-01,2,10,125.38
207,2017-10-01,10,26,69.67
208,2017-10-01,5,12,69.53
209,2017-10-01,5,33,70.5
210,2017-10-01,3,11,104.87
211,2017-10-01,10,12,98.37
212,2017-10-01,10,50,97.28
213,2017-10-01,3,25,110.72
214,2017-10-01,9,36,118.45
215,2017-10-01,9,18,114.83
216,2017-10-01,6,13,81.43
217,2017-10-01,2,45,128.07
218,2017-10-01,6,45,81.56
219,2017-10-01,3,17,40.89
220,2017-10-01,6,50,67.26
221,2017-10-01,2,16,41.48
222,2017-10-01,4,3,49.43
223,2017-10-01,6,12,61.95
224,2017-10-01,4,48,62.37
225,2017-10-01,6,46,59.69
226,2017-10-01,9,48,69.29
227,2017-10-01,7,40,29.29
228,2017-10-01,8,17,49.34
229,2017-10-01,1,28,111.07
230,2017-10-01,3,3,54.18
231,2017-10-01,7,24,59.59
232,2017-10-01,1,39,58.27
233,2017-10-01,2,17,54.87
234,2017-10-01,1,22,92.63
235,2017-10-01,5,22,80.87
236,2017-10-01,7,31,50.82
237,2017-10-01,9,39,66.6
238,2017-10-01,7,41,23.94
239,2017-10-01,6,33,67.21
240,2017-10-01,9,49,42.05
241,2017-10-01,5,36,68.62
242,2017-10-01,8,10,114.3
243,2017-10-01,7,3,32.3
244,2017-10-01,5,37,30.54
245,2017-10-01,4,21,64.45
246,2017-10-01,2,42,58.67
247,2017-10-01,9,32,64.09
248,2017-10-01,2,24,108.15
249,2017-10-01,5,15,85.35
250,2017-10-01,4,38,106.41
251,2017-10-01,1,25,85.36
252,2017-10-01,5,10,71.31
253,2017-10-01,8,27,35.08
254,2017-10-01,7,49,27.61
255,2017-10-01,9,44,39.68
256,2017-10-01,1,46,70.56
257,2017-10-01,2,13,149.96
258,2017-10-01,9,25,99.69
259,2017-10-01,1,36,86.65
260,2017-10-01,5,29,74.15
261,2017-10-01,7,7,53.33
262,2017-10-01,8,9,87.25
263,2017-10-01,6,30,40.06
264,2017-10-01,1,1,29.67
265,2017-10-01,3,43,73.68
266,2017-10-01,4,36,106.27
267,2017-10-01,5,50,69.79
268,2017-10-01,4,44,39.62
269,2017-10-01,3,31,85.39
270,2017-10-01,8,42,56.28
271,2017-10-01,8,18,124.82
272,2017-10-01,9,33,83.24
273,2017-10-01,10,49,40.31
274,2017-10-01,7,32,39.13
275,2017-10-01,9,30,56.1
276,2017-10-01,1,15,99.28
277,2017-10-01,5,41,24.53
278,2017-10-01,5,27,23.5
279,2017-10-01,8,46,85.36
280,2017-10-01,6,18,81.66
281,2017-10-01,8,35,112.4
282,2017-10-01,5,8,78.69
283,2017-10-01,7,34,20.06
284,2017-10-01,4,14,87.29
285,2017-10-01,2,35,109.71
286,2017-10-01,2,39,74.77
287,2017-10-01,6,48,47.63
288,2017-10-01,2,22,139.15
289,2017-10-01,1,19,43.7
290,2017-10-01,3,29,96.57
291,2017-10-01,10,32,69.35
292,2017-10-01,6,44,31.07
293,2017-10-01,7,18,77.86
294,2017-10-01,10,8,123.01
295,2017-10-01,1,16,30.76
296,2017-10-01,9,20,66.88
297,2017-10-01,4,35,82.98
298,2017-10-01,10,31,92.72
299,2017-10-01,2,4,36.58
300,2017-10-01,9,10,112.2
301,2017-10-01,4,27,29.79
302,2017-10-01,8,22,130.68
303,2017-10-01,4,34,32.44
304,2017-10-01,7,8,68.59
305,2017-10-01,9,24,104.33
306,2017-10-01,1,34,24.5
307,2017-10-01,5,6,56.97
308,2017-10-01,2,37,50.48
309,2017-10-01,4,5,24.44
310,2017-10-01,1,3,43.99
311,2017-10-01,2,20,77.42
312,2017-10-01,2,23,48.43
313,2017-10-01,1,12,84.43
314,2017-10-01,2,26,75.86
315,2017-10-01,3,47,32.47
316,2017-10-01,10,40,43.5
317,2017-10-01,4,20,60.2
318,2017-10-01,1,14,65.9
319,2017-10-01,4,29,86.66
320,2017-10-01,6,29,67.62
321,2017-10-01,6,38,78.33
322,2017-10-01,3,39,66.13
323,2017-10-01,9,15,124.27
324,2017-10-01,6,8,76.93
325,2017-10-01,7,50,56.48
326,2017-10-01,5,42,34.85
327,2017-10-01,6,10,67.73
328,2017-10-01,3,38,122.55
329,2017-10-01,5,9,50.54
330,2017-10-01,8,45,144.44
331,2017-10-01,8,32,67.23
332,2017-10-01,8,44,45.32
333,2017-10-01,3,37,37.4
334,2017-10-01,10,25,114.58
335,2017-10-01,4,46,83.14
336,2017-10-01,8,6,99.84
337,2017-10-01,10,20,72.51
338,2017-10-01,6,39,39.85
339,2017-10-01,2,12,117.61
340,2017-10-01,7,2,49.7
341,2017-10-01,6,40,27.35
342,2017-10-01,8,43,76.46
343,2017-10-01,3,2,81.82
344,2017-10-01,4,25,97.61
345,2017-10-01,2,25,124.93
346,2017-10-01,8,28,133.31
347,2017-10-01,3,19,67.92
348,2017-10-01,6,22,68.07
349,2017-10-01,7,15,83.73
350,2017-10-01,10,2,77.61
351,2017-10-01,1,13,90.13
352,2017-10-01,9,19,57.56
353,2017-10-01,3,44,42.2
354,2017-10-01,10,38,118.38
355,2017-10-01,3,50,92.16
356,2017-10-01,10,33,104.64
357,2017-10-01,3,4,33.08
358,2017-10-01,3,7,83.76
359,2017-10-01,7,27,20.43
360,2017-10-01,7,44,28.4
361,2017-10-01,6,21,38.06
362,2017-10-01,3,12,104.1
363,2017-10-01,5,31,67.38
364,2017-10-01,2,30,68.92
365,2017-10-01,6,27,21.12
366,2017-10-01,7,10,61.63
367,2017-10-01,6,1,19.15
368,2017-10-01,3,35,93.87
369,2017-10-01,8,8,130.91
370,2017-10-01,6,5,22.39
371,2017-10-01,1,6,67.18
372,2017-10-01,8,12,108.98
373,2017-10-01,5,14,60.27
374,2017-10-01,10,13,126.56
375,2017-10-01,3,24,90.74
376,2017-10-01,8,39,61.69
377,2017-10-01,6,35,63.08
378,2017-10-01,5,25,83.73
379,2017-10-01,1,40,37.57
380,2017-10-01,3,22,123.64
381,2017-10-01,10,15,126.94
382,2017-10-01,5,5,19.98
383,2017-10-01,10,17,53.08
384,2017-10-01,6,19,32.05
385,2017-10-01,9,41,31.22
386,2017-10-01,8,23,48.98
387,2017-10-01,3,49,41.54
388,2017-10-01,2,48,92.13
389,2017-10-01,10,47,33.02
390,2017-10-01,1,26,58.03
391,2017-10-01,9,40,38.04
392,2017-10-01,4,47,31.53
393,2017-10-01,4,7,75.68
394,2017-10-01,7,47,20.51
395,2017-10-01,5,2,63.56
396,2017-10-01,4,9,74.08
397,2017-10-01,5,28,87.61
398,2017-10-01,10,44,40.89
399,2017-10-01,3,40,48.26
400,2017-10-01,9,1,24.0
401,2017-10-01,9,28,126.11
402,2017-10-01,2,43,74.46
403,2017-10-01,1,45,86.22
404,2017-10-01,4,4,27.28
405,2017-10-01,7,36,74.92
406,2017-10-01,9,12,95.8
407,2017-10-01,2,32,79.57
408,2017-10-01,4,10,90.36
409,2017-10-01,8,47,29.98
410,2017-10-01,6,15,84.34
411,2017-10-01,3,26,64.94
412,2017-10-01,8,14,96.92
413,2017-10-01,9,6,85.47
414,2017-10-01,7,12,61.32
415,2017-10-01,6,3,37.29
416,2017-10-01,10,28,136.98
417,2017-10-01,7,46,55.07
418,2017-10-01,5,30,41.2
419,2017-10-01,7,28,78.88
420,2017-10-01,9,13,117.99
421,2017-10-01,9,38,101.09
422,2017-10-01,6,23,27.41
423,2017-10-01,10,7,88.32
424,2017-10-01,5,20,41.45
425,2017-10-01,7,14,55.74
426,2017-10-01,3,9,77.83
427,2017-10-01,2,47,40.22
428,2017-10-01,2,1,34.94
429,2017-10-01,4,43,77.34
430,2017-10-01,4,24,84.41
431,2017-10-01,2,6,101.63
432,2017-10-01,1,41,25.1
433,2017-10-01,2,31,93.33
434,2017-10-01,8,31,100.9
435,2017-10-01,3,28,121.45
436,2017-10-01,7,6,50.89
437,2017-10-01,5,45,82.85
438,2017-10-01,2,15,155.9
439,2017-10-01,9,11,90.72
440,2017-10-01,9,35,99.53
441,2017-10-01,10,1,33.14
442,2017-10-01,2,50,106.7
443,2017-10-01,9,14,86.79
444,2017-10-01,3,45,116.4
445,2017-10-01,1,23,33.7
446,2017-10-01,4,49,38.81
447,2017-10-01,3,30,62.93
448,2017-10-01,9,2,79.75
449,2017-10-01,10,42,54.84
450,2017-10-01,9,31,87.23
451,2017-10-01,6,17,34.9
452,2017-10-01,8,50,93.95
453,2017-10-01,3,5,26.26
454,2017-10-01,5,4,20.79
455,2017-10-01,10,39,69.37
456,2017-10-01,5,44,31.35
457,2017-10-01,8,30,71.44
458,2017-10-01,6,25,82.15
459,2017-10-01,9,3,48.96
460,2017-10-01,7,5,18.99
461,2017-10-01,6,32,45.55
462,2017-10-01,1,7,69.48
463,2017-10-01,3,27,30.93
464,2017-10-01,10,10,111.32
465,2017-10-01,4,22,105.27
466,2017-10-01,2,2,100.36
467,2017-10-01,2,36,138.61
468,2017-10-01,6,43,49.83
469,2017-10-01,9,43,71.12
470,2017-10-01,7,22,71.59
471,2017-10-01,10,9,74.51
472,2017-10-01,10,22,117.81
473,2017-10-01,5,38,76.73
474,2017-10-01,2,44,44.99
475,2017-10-01,1,18,91.61
476,2017-10-01,8,7,98.13
477,2017-10-01,10,6,93.67
478,2017-10-01,7,21,35.17
479,2017-10-01,6,16,23.82
480,2017-10-01,10,24,103.16
481,2017-10-01,5,43,51.67
482,2017-10-01,10,11,97.31
483,2017-10-01,6,31,63.38
484,2017-10-01,1,37,37.32
485,2017-10-01,8,33,107.19
486,2017-10-01,1,33,85.57
487,2017-10-01,4,26,60.97
488,2017-10-01,9,27,36.21
489,2017-10-01,3,42,56.28
490,2017-10-01,9,9,67.45
491,2017-10-01,5,39,44.13
492,2017-10-01,5,23,28.06
493,2017-10-01,4,28,115.58
494,2017-10-01,4,19,57.16
495,2017-10-01,10,30,64.37
496,2017-10-01,3,13,119.12
497,2017-10-01,10,3,56.28
498,2017-10-01,5,35,65.37
499,2017-10-01,4,23,42.31
500,2017-10-02,2,38,88.88
501,2017-10-02,4,17,32.96
502,2017-10-02,9,45,75.49
503,2017-10-02,5,45,63.84
504,2017-10-02,9,1,20.36
505,2017-10-02,8,29,82.82
506,2017-10-02,5,33,50.48
507,2017-10-02,4,7,57.32
508,2017-10-02,4,9,48.41
509,2017-10-02,8,33,77.08
510,2017-10-02,8,23,30.69
511,2017-10-02,9,28,88.93
512,2017-10-02,4,48,47.72
513,2017-10-02,1,32,38.01
514,2017-10-02,3,28,83.37
515,2017-10-02,6,50,47.42
516,2017-10-02,10,16,23.74
517,2017-10-02,4,3,34.14
518,2017-10-02,4,41,21.22
519,2017-10-02,9,39,41.29
520,2017-10-02,4,4,20.39
521,2017-10-02,3,13,88.41
522,2017-10-02,9,14,56.09
523,2017-10-02,2,32,53.82
524,2017-10-02,1,6,53.61
525,2017-10-02,7,36,45.03
526,2017-10-02,3,36,77.41
527,2017-10-02,9,41,21.89
528,2017-10-02,10,42,38.12
529,2017-10-02,9,46,58.62
530,2017-10-02,7,47,14.69
531,2017-10-02,10,11,68.53
532,2017-10-02,1,26,35.86
533,2017-10-02,6,37,21.29
534,2017-10-02,6,41,13.45
535,2017-10-02,9,4,21.96
536,2017-10-02,2,25,95.88
537,2017-10-02,2,30,44.77
538,2017-10-02,6,36,52.62
539,2017-10-02,9,34,25.54
540,2017-10-02,4,26,44.37
541,2017-10-02,1,49,28.39
542,2017-10-02,3,12,70.35
543,2017-10-02,4,13,78.01
544,2017-10-02,3,7,57.14
545,2017-10-02,4,2,60.65
546,2017-10-02,9,8,71.61
547,2017-10-02,3,4,20.93
548,2017-10-02,8,47,25.95
549,2017-10-02,10,33,78.89
550,2017-10-02,10,21,43.96
551,2017-10-02,6,4,15.41
552,2017-10-02,3,50,70.54
553,2017-10-02,3,44,24.46
554,2017-10-02,9,19,35.47
555,2017-10-02,10,9,49.51
556,2017-10-02,9,24,65.31
557,2017-10-02,1,13,76.72
558,2017-10-02,3,19,37.35
559,2017-10-02,1,44,25.87
560,2017-10-02,3,16,24.16
561,2017-10-02,3,42,37.79
562,2017-10-02,4,39,50.18
563,2017-10-02,3,38,81.33
564,2017-10-02,2,31,73.16
565,2017-10-02,6,11,46.81
566,2017-10-02,9,11,67.37
567,2017-10-02,7,33,35.39
568,2017-10-02,5,17,24.25
569,2017-10-02,7,39,25.6
570,2017-10-02,6,1,14.3
571,2017-10-02,6,34,17.46
572,2017-10-02,8,43,58.14
573,2017-10-02,1,29,63.68
574,2017-10-02,4,40,26.62
575,2017-10-02,7,46,28.86
576,2017-10-02,8,30,45.76
577,2017-10-02,1,48,44.24
578,2017-10-02,3,23,29.74
579,2017-10-02,2,12,81.71
580,2017-10-02,6,40,21.43
581,2017-10-02,5,12,45.45
582,2017-10-02,6,42,25.78
583,2017-10-02,9,5,15.77
584,2017-10-02,7,2,32.86
585,2017-10-02,8,36,90.36
586,2017-10-02,4,46,53.22
587,2017-10-02,10,25,79.48
588,2017-10-02,10,18,86.0
589,2017-10-02,3,30,40.83
590,2017-10-02,8,34,26.63
591,2017-10-02,8,16,27.62
592,2017-10-02,8,44,30.89
593,2017-10-02,7,26,29.67
594,2017-10-02,10,1,19.51
595,2017-10-02,10,20,52.7
596,2017-10-02,10,30,33.17
597,2017-10-02,5,14,45.37
598,2017-10-02,9,9,48.55
599,2017-10-02,4,29,65.63
600,2017-10-02,2,26,55.66
601,2017-10-02,2,6,80.15
602,2017-10-02,9,36,87.34
603,2017-10-02,3,25,74.81
604,2017-10-02,10,5,15.93
605,2017-10-02,7,1,14.33
606,2017-10-02,10,7,56.1
607,2017-10-02,2,19,47.48
608,2017-10-02,6,28,54.25
609,2017-10-02,4,31,51.02
610,2017-10-02,4,15,74.85
611,2017-10-02,6,33,46.67
612,2017-10-02,2,20,57.25
613,2017-10-02,5,6,38.07
614,2017-10-02,1,12,57.5
615,2017-10-02,1,34,21.58
616,2017-10-02,6,3,26.54
617,2017-10-02,7,11,36.05
618,2017-10-02,10,29,73.55
619,2017-10-02,3,26,47.14
620,2017-10-02,6,18,47.03
621,2017-10-02,6,26,35.86
622,2017-10-02,7,8,58.49
623,2017-10-02,9,22,69.21
624,2017-10-02,7,3,26.97
625,2017-10-02,2,13,104.3
626,2017-10-02,5,44,20.57
627,2017-10-02,6,29,50.99
628,2017-10-02,6,38,57.44
629,2017-10-02,5,7,35.35
630,2017-10-02,8,22,83.13
631,2017-10-02,9,15,86.15
632,2017-10-02,2,4,22.6
633,2017-10-02,1,16,20.21
634,2017-10-02,5,43,39.71
635,2017-10-02,8,11,76.87
636,2017-10-02,5,26,33.23
637,2017-10-02,8,31,57.61
638,2017-10-02,9,48,53.42
639,2017-10-02,6,44,17.68
640,2017-10-02,8,37,35.63
641,2017-10-02,1,7,47.33
642,2017-10-02,2,44,35.96
643,2017-10-02,7,40,20.52
644,2017-10-02,3,21,36.38
645,2017-10-02,9,6,58.87
646,2017-10-02,8,17,38.48
647,2017-10-02,4,22,62.23
648,2017-10-02,2,22,93.42
649,2017-10-02,4,20,42.45
650,2017-10-02,10,12,70.18
651,2017-10-02,1,22,72.33
652,2017-10-02,7,34,19.57
653,2017-10-02,7,9,33.72
654,2017-10-02,4,28,78.59
655,2017-10-02,2,39,47.15
656,2017-10-02,2,16,33.51
657,2017-10-02,6,47,17.93
658,2017-10-02,3,8,74.72
659,2017-10-02,10,43,51.54
660,2017-10-02,4,14,53.99
661,2017-10-02,2,17,36.5
662,2017-10-02,7,19,32.1
663,2017-10-02,7,49,19.24
664,2017-10-02,6,49,19.68
665,2017-10-02,4,12,60.22
666,2017-10-02,2,9,50.74
667,2017-10-02,9,33,70.03
668,2017-10-02,4,1,18.68
669,2017-10-02,8,50,72.43
670,2017-10-02,5,50,45.81
671,2017-10-02,4,19,39.9
672,2017-10-02,8,4,25.51
673,2017-10-02,4,36,78.39
674,2017-10-02,10,28,85.09
675,2017-10-02,10,50,68.87
676,2017-10-02,8,9,55.53
677,2017-10-02,7,4,14.99
678,2017-10-02,2,40,34.93
679,2017-10-02,8,25,84.94
680,2017-10-02,5,20,33.26
681,2017-10-02,6,19,27.0
682,2017-10-02,8,3,45.28
683,2017-10-02,5,38,60.02
684,2017-10-02,10,17,32.2
685,2017-10-02,2,28,101.71
686,2017-10-02,10,15,89.21
687,2017-10-02,8,20,49.93
688,2017-10-02,1,10,55.86
689,2017-10-02,3,22,72.53
690,2017-10-02,1,31,47.35
691,2017-10-02,9,17,29.28
692,2017-10-02,10,24,61.46
693,2017-10-02,6,35,46.53
694,2017-10-02,3,43,51.0
695,2017-10-02,5,28,54.51
696,2017-10-02,4,32,39.63
697,2017-10-02,2,8,88.79
698,2017-10-02,10,46,59.09
699,2017-10-02,8,49,34.37
700,2017-10-02,3,46,57.04
701,2017-10-02,5,4,14.92
702,2017-10-02,7,38,51.68
703,2017-10-02,5,3,27.4
704,2017-10-02,5,15,63.12
705,2017-10-02,9,30,31.18
706,2017-10-02,4,21,39.7
707,2017-10-02,4,6,54.82
708,2017-10-02,7,45,52.43
709,2017-10-02,9,37,26.9
710,2017-10-02,9,31,57.12
711,2017-10-02,10,41,24.92
712,2017-10-02,3,9,55.33
713,2017-10-02,8,42,35.28
714,2017-10-02,9,23,28.8
715,2017-10-02,1,17,27.28
716,2017-10-02,10,19,37.06
717,2017-10-02,9,7,53.48
718,2017-10-02,1,25,73.74
719,2017-10-02,3,32,47.94
720,2017-10-02,3,41,25.05
721,2017-10-02,10,49,33.82
722,2017-10-02,8,46,71.93
723,2017-10-02,4,42,37.48
724,2017-10-02,3,45,75.45
725,2017-10-02,5,1,17.26
726,2017-10-02,5,41,13.21
727,2017-10-02,9,47,21.41
728,2017-10-02,9,25,77.25
729,2017-10-02,5,37,21.56
730,2017-10-02,4,23,21.62
731,2017-10-02,7,23,22.81
732,2017-10-02,1,8,65.87
733,2017-10-02,1,36,60.68
734,2017-10-02,7,41,12.15
735,2017-10-02,9,44,32.48
736,2017-10-02,1,27,16.12
737,2017-10-02,5,47,18.14
738,2017-10-02,4,38,81.37
739,2017-10-02,2,29,87.08
740,2017-10-02,1,9,49.61
741,2017-10-02,8,27,25.7
742,2017-10-02,4,16,21.04
743,2017-10-02,9,21,41.6
744,2017-10-02,5,10,48.51
745,2017-10-02,6,46,33.39
746,2017-10-02,8,2,62.64
747,2017-10-02,2,11,84.04
748,2017-10-02,9,20,48.45
749,2017-10-02,9,32,48.06
750,2017-10-02,7,43,28.85
751,2017-10-02,8,35,66.32
752,2017-10-02,1,46,53.18
753,2017-10-02,9,50,62.16
754,2017-10-02,8,19,39.63
755,2017-10-02,1,14,50.5
756,2017-10-02,2,33,82.52
757,2017-10-02,10,23,32.72
758,2017-10-02,10,40,29.14
759,2017-10-02,3,47,22.41
760,2017-10-02,4,50,62.04
761,2017-10-02,1,42,32.33
762,2017-10-02,2,42,35.88
763,2017-10-02,3,39,47.69
764,2017-10-02,1,3,30.55
765,2017-10-02,4,5,15.48
766,2017-10-02,8,40,30.55
767,2017-10-02,2,46,56.25
768,2017-10-02,3,34,26.1
769,2017-10-02,9,49,34.44
770,2017-10-02,1,5,13.84
771,2017-10-02,2,37,30.68
772,2017-10-02,5,46,38.18
773,2017-10-02,4,34,22.66
774,2017-10-02,5,8,56.64
775,2017-10-02,1,39,35.37
776,2017-10-02,3,31,56.06
777,2017-10-02,10,34,24.94
778,2017-10-02,10,4,21.09
779,2017-10-02,1,1,17.71
780,2017-10-02,6,30,20.76
781,2017-10-02,2,45,90.19
782,2017-10-02,7,50,40.5
783,2017-10-02,2,23,31.89
784,2017-10-02,7,13,59.18
785,2017-10-02,4,44,27.82
786,2017-10-02,6,20,34.29
787,2017-10-02,8,15,90.03
788,2017-10-02,6,8,57.09
789,2017-10-02,5,5,12.37
790,2017-10-02,4,8,65.45
791,2017-10-02,9,29,63.2
792,2017-10-02,1,40,23.56
793,2017-10-02,7,29,48.1
794,2017-10-02,8,48,65.16
795,2017-10-02,8,18,95.93
796,2017-10-02,7,32,29.75
797,2017-10-02,8,10,82.08
798,2017-10-02,10,10,76.62
799,2017-10-02,5,22,57.7
800,2017-10-02,9,18,83.53
801,2017-10-02,7,31,37.42
802,2017-10-02,5,29,56.63
803,2017-10-02,3,17,32.73
804,2017-10-02,7,7,39.61
805,2017-10-02,3,3,34.81
806,2017-10-02,10,26,46.68
807,2017-10-02,5,27,15.16
808,2017-10-02,1,15,77.34
809,2017-10-02,7,37,20.68
810,2017-10-02,4,37,29.88
811,2017-10-02,5,36,59.11
812,2017-10-02,8,41,24.71
813,2017-10-02,10,35,61.05
814,2017-10-02,3,33,71.24
815,2017-10-02,3,11,68.99
816,2017-10-02,1,35,58.6
817,2017-10-02,2,35,73.37
818,2017-10-02,3,18,86.29
819,2017-10-02,5,30,27.31
820,2017-10-02,2,47,27.05
821,2017-10-02,1,41,18.77
